"date","I_0","I_1+","R_mean","R_q.025","R_q.975"
"2020-04-22",0,25634,1.03157011357848,1.02703861187102,1.03611145272364
"2020-04-23",0,24019,1.01393618329302,1.00946204083069,1.01842008260714
"2020-04-24",0,29127,1.01033993236444,1.00588635694027,1.01480320953278
"2020-04-25",0,30719,0.997941849857746,0.993522401308016,1.00237097082562
"2020-04-26",0,38509,1.03988591278103,1.03537744357029,1.04440404153655
"2020-04-27",0,32417,1.05728406181572,1.05274621848804,1.06183152972999
"2020-04-28",0,29218,1.05410666798514,1.04959920011023,1.05862366057707
"2020-04-29",0,22541,1.02587684915501,1.02145740702873,1.03030569972702
"2020-04-30",0,20517,0.999068602875629,0.99472773283851,1.00341879352432
"2020-05-01",0,31379,1.00666045863994,1.00231063204675,1.01101957365432
"2020-05-02",0,31774,1.01103166176635,1.00667411697358,1.01539848761978
"2020-05-03",0,26753,0.951487595031433,0.94726476510852,0.955719687070895
"2020-05-04",0,31839,0.951593256509873,0.947363678539094,0.955832125221051
"2020-05-05",0,29266,0.962047245018596,0.957771730115575,0.966332150404837
"2020-05-06",0,16200,0.939813892207413,0.935567311232233,0.944069956503235
"2020-05-07",0,22267,0.958845665740376,0.954533120673298,0.963167796810619
"2020-05-08",0,22119,0.922891421289804,0.918635402420795,0.927157140789429
"2020-05-09",0,30303,0.927241292896329,0.922947675344725,0.931544737007824
"2020-05-10",0,0,0.802135923962655,0.798108359493561,0.806173485405853
"2020-05-11",0,25870,0.793102874904808,0.78904019413389,0.797175844108609
"2020-05-12",0,26642,0.816111787147019,0.811893216738042,0.820341138190732
"2020-05-13",0,23767,0.900102990821297,0.895568216587114,0.90464905922565
"2020-05-14",0,18044,0.906641171769936,0.902008282482959,0.911285764645846
"2020-05-15",0,21424,0.923829932401998,0.919098004945377,0.92857384208135
"2020-05-16",0,20840,0.882013119163509,0.877341705347093,0.886696765399748
"2020-05-17",0,27090,1.08055504439208,1.07532650319005,1.08579609125079
"2020-05-18",0,22813,1.06941744313137,1.06419384242844,1.07465365615053
"2020-05-19",0,31967,1.08742697940569,1.08220122412005,1.09266514787652
"2020-05-20",0,13227,1.00188457078764,0.99690950376697,1.00687185017435
"2020-05-21",0,24417,1.03145256456029,1.02643244640426,1.03648476021582
"2020-05-22",0,23310,1.03981962375887,1.03478799169851,1.04486329098597
"2020-05-23",0,22787,1.04384037326569,1.03881902865093,1.04887365754726
