"date","I_0","I_1+","R_mean","R_q.025","R_q.975"
"2020-03-24",0,967,1.896799671454,1.84511531505364,1.94918799888736
"2020-03-25",0,1427,1.91985059582958,1.87206450404974,1.96823053829083
"2020-03-26",0,1452,1.82480479083269,1.78201153076984,1.86809873201449
"2020-03-27",0,2129,1.87957608429706,1.83956059382297,1.92001614685572
"2020-03-28",0,2885,2.01574461296726,1.97748869881845,2.05436194792884
"2020-03-29",0,2546,1.93023132490723,1.89595622744262,1.96480920696763
"2020-03-30",0,2433,1.84591027564938,1.8152835737777,1.87678962929302
"2020-03-31",0,2619,1.74922462870132,1.721786909168,1.77687623612011
"2020-04-01",0,3009,1.65525125573629,1.63051505432893,1.68017110122139
"2020-04-02",0,4234,1.67890033996857,1.65562836457052,1.7023324855555
"2020-04-03",0,4244,1.63025369877123,1.60876755741523,1.65188039763769
"2020-04-04",0,4450,1.53490051345931,1.51535305929762,1.5545715044236
"2020-04-05",0,3735,1.43533842518073,1.4175024877043,1.45328433079112
"2020-04-06",0,5903,1.48237650932092,1.46512339396712,1.49972921919069
"2020-04-07",0,3802,1.40663097195967,1.39059151484529,1.42276112901281
"2020-04-08",0,3634,1.31032319169061,1.29553791103603,1.32519120230484
"2020-04-09",0,5491,1.26586477260607,1.25187047700591,1.27993577740543
"2020-04-10",0,4344,1.19382422298123,1.18064734638676,1.20707321255595
"2020-04-11",0,5195,1.16185058179611,1.14917587391095,1.17459384272474
"2020-04-12",0,8719,1.29017380115616,1.27707650695612,1.3033369903407
"2020-04-13",0,5288,1.21010547146469,1.19771812557325,1.22255566501177
"2020-04-14",0,4342,1.16291231667848,1.15109500261016,1.17478914626419
"2020-04-15",0,5252,1.16507953465449,1.15349016048382,1.17672603796437
"2020-04-16",0,4603,1.09800336917556,1.08695380430113,1.10910804082926
"2020-04-17",0,4617,1.07313326482767,1.06237272390121,1.08394727759067
"2020-04-18",0,5599,1.06327014260574,1.05266456434465,1.07392814415394
"2020-04-19",0,5525,0.959563390153614,0.949568840962657,0.969609539051121
"2020-04-20",0,5850,0.970216799803825,0.960190741358611,0.980294211561422
"2020-04-21",0,4676,0.986478861703812,0.976331870938488,0.996677583748077
"2020-04-22",0,4301,0.965105302775318,0.955045194358282,0.975217390065124
"2020-04-23",0,4451,0.965766595960337,0.955677827300676,0.975907604870877
"2020-04-24",0,4583,0.972340686904867,0.962178321181959,0.982555699597868
"2020-04-25",0,5386,0.973314228007389,0.96311066026528,0.983570818239744
"2020-04-26",0,4913,0.962168056516559,0.951991622416055,0.972397844932547
"2020-04-27",0,4463,0.929753114504152,0.919714147975306,0.939845819756631
"2020-04-28",0,4309,0.930143452822234,0.920043716598097,0.94029755916095
"2020-04-29",0,3996,0.936146104180074,0.925933146075762,0.946414303175865
"2020-04-30",0,4076,0.939574104226057,0.929263513202219,0.949940793737533
"2020-05-01",0,6032,0.996739322829548,0.986042304301618,1.00749325373596
"2020-05-02",0,6201,1.02999525943381,1.01907431031006,1.04097360969168
"2020-05-03",0,4806,1.02475633654046,1.01387383842787,1.03569612416536
"2020-05-04",0,4339,1.01513479312155,1.00433474433662,1.02599180196905
"2020-05-05",0,3985,1.00094475806476,0.990244342908235,1.01170188130431
"2020-05-06",0,4406,1.01114314585956,1.00039920401146,1.02194367963398
"2020-05-07",0,6211,1.07357550761395,1.06251092130335,1.08469661476425
"2020-05-08",0,5514,1.0493259819305,1.0384328239167,1.06027519104962
"2020-05-09",0,4649,0.989646861617895,0.979141385640563,1.00020762024377
"2020-05-10",0,3896,0.957957590297917,0.947649627687508,0.968320540961502
"2020-05-11",0,3923,0.95057654225419,0.940283092561874,0.960925252918136
"2020-05-12",0,3877,0.956785883611019,0.946408029003558,0.967219545131469
"2020-05-13",0,3403,0.93697410539203,0.926650915976859,0.947353687750679
"2020-05-14",0,3242,0.858575368058346,0.84863689184581,0.868570900936944
"2020-05-15",0,3446,0.813876098085749,0.80409458226605,0.823715930888675
"2020-05-16",0,3560,0.809564014327796,0.799628148488943,0.819560380305633
"2020-05-17",0,3450,0.830944210624002,0.820655302019075,0.841296329330916
"2020-05-18",0,3534,0.853821626776834,0.843166149480536,0.864543085168242
"2020-05-19",0,2711,0.844706127189223,0.833905204790839,0.855575586309933
"2020-05-20",0,2412,0.838289541552898,0.827336431320685,0.849313682904314
"2020-05-21",0,0,0.744114174889442,0.733602081919635,0.754700013519752
"2020-05-22",0,2615,0.746460225247752,0.735678853498474,0.757318937610352
"2020-05-23",0,3287,0.781409309891358,0.770038248336323,0.792862560360404
